"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1729991","119200","","","Governor","Mrs","Kathleen","","Graham","26/07/2023","26/07/2027","Appointed by GB/board","",""
"1089374","119201","","","Governor","Mr","Gareth","","Lane","01/09/2012","25/02/2029","Appointed by GB/board","",""
"1464227","119201","","","Governor","Miss","Jennifer","","Lofthouse","01/02/2020","26/02/2028","Elected by school staff","",""
"1464232","119201","","","Governor","Mr","Paul","","Ingham","01/03/2011","23/04/2027","Appointed by GB/board","",""
"1515772","119201","","","Governor","Headteacher","Paul","","Johnson","19/04/2021","19/04/2029","Appointed by GB/board","",""
"1579078","119201","","","Governor","Mrs","Rebecca","","Hesketh","17/12/2021","16/12/2025","Elected by parents","",""
"1579079","119201","","","Governor","Dr","Christopher","","Smith","17/12/2021","16/12/2025","Elected by parents","",""
"1652756","119201","","","Governor","Mrs","Liz","","Cumbo","01/03/2011","30/11/2025","Appointed by LA","",""
"1652757","119201","","","Governor","Mr","Colin","","Legood","01/02/2014","29/11/2026","Appointed by GB/board","",""
"1828410","119201","","","Chair of Governors","Mrs","Deborah","","Lauder","02/09/2025","25/02/2029","Appointed by GB/board","",""
"1282568","119202","","","Governor","Mrs","Gemma","Louise","Rushton","27/02/2026","26/02/2030","Appointed by GB/board","",""
"1341350","119202","","","Governor","Mrs","Rachel","Jacqueline","Norton-Smith","01/09/2019","01/09/2027","Ex-officio by virtue of office as headteacher/principal","",""
"1460372","119202","","","Chair of Governors","Mr","Mark","","Frost","18/03/2023","18/03/2027","Nominated by LA and appointed by GB","",""
"1567936","119202","","","Governor","Mr","David","","Hunter","01/10/2025","30/09/2029","Appointed by GB/board","",""
"1567940","119202","","","Governor","Mrs","Katie","","Laithwaite","21/11/2025","21/11/2029","Elected by school staff","",""
"1679452","119202","","","Governor","Mr","Chris","","Jones","28/03/2023","27/03/2027","Elected by parents","",""
"1725398","119202","","","Governor","Mrs","Pamela","","Smith","12/01/2024","06/07/2026","Appointed by GB/board","",""
"1782092","119202","","","Governor","Mrs","Joanne","","Whiteley","01/09/2024","31/08/2028","Appointed by GB/board","",""
"1782094","119202","","","Governor","Ms","Alyson","","Knowles","01/09/2024","30/04/2026","Appointed by GB/board","",""
"1796220","119202","","","Governor","Mrs","Claire","","Hollister","01/09/2024","31/08/2028","Appointed by GB/board","",""
"1796225","119202","","","Governor","Mrs","Katy","","Koleniak-Taylor","15/11/2024","14/11/2028","Elected by parents","",""
"1837040","119202","","","Governor","Mr","Peter","David","Robertson","01/10/2025","30/09/2029","Elected by parents","",""
"1437017","119205","","","Chair of Governors","Mrs","Adrienne","","Barrow","20/10/2020","19/10/2028","Appointed by GB/board","",""
"1437037","119205","","","Governor","Mr","Mark","","Babcock","01/01/2018","31/12/2025","Appointed by GB/board","",""
"1473416","119205","","","Governor","Mr","Iain","","Hewitt","20/06/2024","25/11/2025","Appointed by GB/board","",""
"1473562","119205","","","Governor","Mr","John","","McAndrew","17/09/2023","24/06/2026","Appointed by GB/board","",""
"1633313","119205","","","Governor","Miss","Zenna","","Horrocks","14/11/2022","13/11/2026","Parent appointed by GB/board due to no election candidates","",""
"1633341","119205","","","Governor","Mrs","Amanda","","Catterall","14/11/2022","13/11/2026","Elected by school staff","",""
"1725925","119205","","","Governor","Ms","Kate","","Forrester","04/09/2023","03/09/2027","Appointed by GB/board","",""
"1741300","119205","","","Governor","Mr","Richard","","Turner","31/01/2024","31/01/2028","Appointed by GB/board","",""
"1750496","119205","","","Governor","Mrs","Kathleen","","Jones","20/06/2024","19/06/2028","Elected by parents","",""
"1801631","119205","","","Governor","Mr","Fred","","Nelson","30/10/2024","29/10/2028","Appointed by LA","",""
"1880411","119205","","","Governor","Mrs","Rachel","","McDaid","05/01/2026","04/01/2029","Appointed by GB/board","",""
"1880412","119205","","","Governor","Mrs","Alison","","Sharples","17/12/2025","16/12/2028","Appointed by GB/board","",""
"1252285","119206","","","Governor","Mrs","Michelle","","Fuller","21/06/2023","21/06/2027","Nominated by LA and appointed by GB","",""
"1582754","119206","","","Governor","Mrs","Nadene","","Fenn","08/11/2025","08/11/2028","Appointed by GB/board","",""
"1582757","119206","","","Governor","Mrs","Sarah","","Wilson","28/02/2022","27/02/2026","Appointed by GB/board","",""
"1657829","119206","","","Chair of Governors","Mrs","Beccy","","Wetton","11/02/2019","31/08/2026","Elected by parents","",""
"1694067","119206","","","Governor","Mrs","Steph","","Richards","16/06/2023","16/06/2027","Appointed by GB/board","",""
"1694070","119206","","","Governor","Mr","Chris","","Hughes","01/09/2022","31/08/2026","Elected by parents","",""
"1694071","119206","","","Governor","Miss","Helen","","Shepherd","19/04/2022","19/04/2026","Elected by school staff","",""
"1694694","119206","","","Governor","Mr","David","","Higgins","20/01/2019","06/11/2026","Appointed by GB/board","",""
"1694699","119206","","","Governor","Mrs","Claire","","Duxbury","05/12/2018","20/06/2026","Appointed by GB/board","",""
"1694700","119206","","","Governor","Mr","Richard","","Toon","20/01/2019","06/11/2026","Appointed by GB/board","",""
"1828105","119206","","","Governor","Mrs","Julia","","Berry","06/11/2023","05/11/2027","Appointed by GB/board","",""
"1828116","119206","","","Governor","Mr","Michael","","Chambers","20/05/2010","31/08/2027","Appointed by GB/board","",""
"1844804","119206","","","Governor","Miss","Emma","","McCullagh","07/10/2025","07/10/2028","Elected by parents","",""
"1879429","119206","","","Governor","Mr","Matthew","Ian","Lewis","01/04/2026","01/04/2031","Elected by school staff","",""
"1894114","119206","","","Chair of Governors","Mrs","Beccy","","Wetton","11/02/2019","06/11/2026","Appointed by GB/board","",""
"1741484","119208","","","Governor","Mrs","Rebecca","","Dickinson","21/10/2021","20/10/2025","Appointed by GB/board","",""
"1741493","119208","","","Governor","Mrs","Vicky","","Slater","11/01/2023","29/11/2025","Appointed by GB/board","",""
"1741494","119208","","","Governor","Mrs","Jillian","","Shorrocks","06/02/2022","29/11/2025","Appointed by GB/board","",""
"1741495","119208","","","Governor","Mr","Ross","","Prior","03/07/2023","29/11/2025","Appointed by GB/board","",""
"1741498","119208","","","Governor","Mr","Jonathan","","McCourt","09/11/2021","08/11/2025","Appointed by GB/board","",""
"1741502","119208","","","Chair of Governors","Mrs","Karen","","Stephens","09/11/2021","08/11/2025","Appointed by GB/board","",""
"1741509","119208","","","Governor","Mrs","Gemma","","Astbury","01/04/2022","29/11/2025","Appointed by GB/board","",""
"1741512","119208","","","Governor","Mrs","Anne","","Hartle","07/12/2023","29/11/2025","Appointed by GB/board","",""
"1741518","119208","","","Governor","Mr","Tim","","Coterall","21/06/2022","29/11/2025","Appointed by GB/board","",""
"1741522","119208","","","Governor","Mrs","Fiona","","Fish","21/06/2022","29/11/2025","Appointed by GB/board","",""
"1651563","119215","","","Governor","Mr","Hannah","","Marsden","29/11/2021","28/11/2025","Elected by school staff","",""
"1651564","119215","","","Governor","Mr","Gary","","Lloyd","01/01/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1860966","119215","","","Chair of Governors","Mr","Pete","","Greenhalgh","24/04/2020","26/03/2028","Appointed by GB/board","",""
"1860967","119215","","","Governor","Miss","Lucy","","Binns","04/12/2023","03/12/2027","Appointed by GB/board","",""
"1860968","119215","","","Governor","Mrs","Hannah","","Boulton","01/05/2025","30/04/2029","Parent appointed by GB/board due to no election candidates","",""
"1860969","119215","","","Governor","Mr","David","","Higgerson","24/04/2020","26/03/2028","Appointed by GB/board","",""
"1860970","119215","","","Governor","Mrs","Hannah","","Marsden","29/11/2021","22/01/2030","Elected by school staff","",""
"1860971","119215","","","Governor","Miss","Hollie","","McLeod","18/03/2025","17/03/2029","Appointed by GB/board","",""
"1590310","119217","","","Governor","Father","Roger","","Parker","15/11/2022","15/11/2026","Appointed by GB/board","",""
"1590312","119217","","","Governor","Mrs","Linda","","Hannah","01/01/2022","01/01/2026","Appointed by GB/board","",""
"1590337","119217","","","Governor","Mrs","Julie","","Ludlam","17/11/2022","17/11/2026","Elected by parents","",""
"1602158","119217","","","Governor","Mrs","Gina","","Smith","01/01/2022","","Ex-officio by virtue of office as headteacher/principal","",""
"1632603","119217","","","Governor","Mrs","Jo","","Cunningham","22/06/2026","23/06/2030","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1881827","119217","","","Chair of Governors","Mr","Adrian","","Herbert","27/03/2025","26/03/2029","Appointed by GB/board","",""
"1881831","119217","","","Governor","Mrs","Lucy","","Sturgeon","01/04/2024","31/03/2028","Elected by parents","",""
"1881833","119217","","","Governor","Mrs","Joanna","","Cunningham","23/06/2026","22/06/2030","Elected by school staff","",""
"1881835","119217","","","Governor","Mrs","Katie","","Ridge","01/04/2024","31/03/2028","Elected by parents","",""
"1881836","119217","","","Governor","Mr","Stuart","","Jackson","11/09/2025","10/09/2029","Appointed by GB/board","",""
"1881993","119217","","","Governance Professional - Local Authority Maintained School","Mrs","Tracy","","Parkinson","26/03/2026","25/03/2030","N/A","",""
"1882090","119217","","","Governor","Mr","Bradley","","Brown","27/11/2025","26/11/2029","Appointed by GB/board","",""
"1892253","119217","","","Governor","Mrs","Emily","","Venske","10/11/2024","10/11/2027","Appointed by GB/board","",""
"1383675","119220","","","Chair of Governors","Mrs","Kim","","Stinson","14/09/2022","14/09/2030","Nominated by LA and appointed by GB","",""
"1383681","119220","","","Governor","Councillor","James","","Shorrock","14/09/2022","14/09/2030","Appointed by GB/board","",""
"1383682","119220","","","Governor","Mrs","Jackie","","Gallagher","14/09/2022","14/09/2030","Appointed by GB/board","",""
"1383683","119220","","","Governor","Mr","Chris","","Mooney","30/10/2020","30/10/2028","Appointed by GB/board","",""
"1383688","119220","","","Governor","Mrs","Gillian","","Crompton","25/04/2015","25/04/2035","Appointed by GB/board","",""
"1547292","119220","","","Governor","Ms","Rosemary","","Brunt","01/03/2021","01/03/2029","Appointed by GB/board","",""
"1587325","119220","","","Governor","Mrs","Penelope","","Young","17/12/2021","17/12/2025","Appointed by GB/board","",""
"1764262","119220","","","Governor","Ms","Gemma","","West","04/09/2022","04/09/2026","Appointed by GB/board","",""
"1764265","119220","","","Governor","Mr","Craig","","Longworth","23/11/2023","23/11/2027","Appointed by GB/board","",""
"1764269","119220","","","Governor","Miss","Leighann","","Woodruff","01/04/2024","01/04/2028","Appointed by GB/board","",""
"1764274","119220","","","Governor","Ms","Brittany","","Bamber","01/09/2024","01/09/2028","Appointed by GB/board","",""
"1805224","119220","","","Governor","Mrs","Andrea","","Gray","26/11/2024","26/11/2028","Appointed by GB/board","",""
"1837383","119220","","","Governor","Mrs","Stephanie","","Radley-Holmes","01/09/2025","01/09/2029","Appointed by GB/board","",""
"1197855","119221","","","Governor","Dr","Angela","","Parry","14/11/2018","25/02/2026","Nominated by other body and appointed by GB","",""
"1197861","119221","","","Governor","Mrs","Kim","","Stinson","14/11/2014","10/11/2026","Nominated by other body and appointed by GB","",""
"1197902","119221","","","Governor","Mrs","Amanda","","Gaines","14/11/2018","10/11/2026","Elected by school staff","",""
"1197905","119221","","","Governor","Mrs","Susan","","Parkinson","14/11/2014","29/02/2028","Elected by school staff","",""
"1574419","119221","","","Governor","Mr","Emmanuel","","Ofosu","01/09/2021","11/11/2025","Appointed by GB/board","",""
"1574422","119221","","","Governor","Mr","Simon","","Gimeno","01/09/2021","11/11/2025","Appointed by GB/board","",""
"1574428","119221","","","Governor","Mr","Les","","Basnett","05/03/2020","29/02/2028","Elected by school staff","",""
"1632365","119221","","","Governor","Councillor","Jim","","Shorrock","15/12/2016","01/09/2026","Appointed by GB/board","",""
"1710633","119221","","","Governor","Mrs","Julie","","Bolton","01/09/2023","21/01/2028","Elected by parents","",""
"1818587","119221","","","Chair of Governors","Mr","Noel","Francis","Murphy","25/02/2026","05/07/2026","Appointed by GB/board","",""
"1824323","119221","","","Governor","Mr","John","","Haworth","01/09/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1869320","119221","","","Governor","Mr","Emaanuel","","Ofosu","01/09/2021","06/11/2029","Appointed by GB/board","",""
"1869339","119221","","","Governor","Mrs","Jackie","","Gallagher","02/01/1999","10/11/2026","Appointed by GB/board","",""
"1193478","119222","","","Governor","Mr","Stephen","","Jones","08/01/2014","24/03/2027","Appointed by GB/board","",""
"1225794","119222","","","Governor","Mrs","Nicola","","Truman","01/09/2017","","Ex-officio by virtue of office as headteacher/principal","",""
"1332463","119222","","","Governor","Miss","Farida","","Esat","19/11/2018","19/11/2027","Appointed by GB/board","",""
"1332466","119222","","","Governor","Mrs","Ana - Maria","","Chiosa","13/07/2021","19/12/2026","Appointed by GB/board","",""
"1332467","119222","","","Governor","Mrs","Asma","","Khan","19/11/2018","19/11/2026","Parent appointed by GB/board due to no election candidates","",""
"1388860","119222","","","Governor","Councillor","Vice Chair - Parwaiz","","Akhtar","01/09/2019","01/09/2026","Appointed by GB/board","",""
"1518677","119222","","","Chair of Governors","Mrs","Adeeba","","Hussain","01/09/2013","24/03/2027","Appointed by GB/board","",""
"1550220","119222","","","Governor","","Assiya","Begum","Khan","13/10/2021","04/10/2026","Parent appointed by GB/board due to no election candidates","",""
"1719749","119222","","","Governor","Mrs","Shahnaz","","Hussain","01/09/2023","31/08/2027","Appointed by GB/board","",""
"1740880","119222","","","Governor","Mr","Zubair","","Ahmed Abdul-Razak","01/03/2024","28/02/2028","Appointed by GB/board","",""
"1146457","119224","","","Governor","Mrs","Debra","","Eaton","01/09/2017","31/08/2029","Ex-officio by virtue of office as headteacher/principal","",""
"1342617","119224","","","Governor","Mrs","Mary","","Wilson","01/04/2017","30/06/2026","Appointed by GB/board","",""
"1605000","119224","","","Chair of Governors","Dr","Christopher","","Lomas","08/07/2022","10/03/2028","Appointed by GB/board","",""
"1605002","119224","","","Governor","Miss","Diana","","Sherrington","08/07/2022","31/08/2030","Elected by school staff","",""
"1605127","119224","","","Governor","Miss","Debbie","","Lawrence","09/12/2021","12/12/2029","Appointed by GB/board","",""
"1633666","119224","","","Governor","Mrs","Nicola","","Cusack","13/09/2022","29/06/2030","Appointed by GB/board","",""
"1775952","119224","","","Governor","Mrs","Chloe","","Cheetham","07/10/2024","06/10/2028","Elected by parents","",""
"1826008","119224","","","Governor","Mrs","Kate","","Marlor","01/11/2025","31/10/2029","Appointed by GB/board","",""
"1874327","119224","","","Governor","Mrs","Jennifer","","Richards","26/03/2026","25/03/2030","Appointed by GB/board","",""
"1874328","119224","","","Governor","Miss","Linzi","","Sananes","26/03/2026","25/03/2030","Elected by parents","",""
"1315388","119225","","","Governor","","Ryan","","Elms","27/06/2022","26/06/2026","Elected by parents","",""
"1354374","119225","","","Governor","Mr","Andy","","Purcell","28/02/2023","27/02/2027","Ex-officio by virtue of office as headteacher/principal","",""
"1551701","119225","","","Chair of Governors","Dr","Alan","","Gibson","02/05/2022","03/05/2026","Appointed by GB/board","",""
"1551712","119225","","","Governor","Mr","Stephen","","Pollard","04/06/2024","03/06/2028","Nominated by LA and appointed by GB","",""
"1551718","119225","","","Governor","Mrs","Antonella","","Greenhalgh","09/03/2024","09/03/2028","Elected by school staff","",""
"1600273","119225","","","Governor","Ms","Prags","","Birk","14/06/2022","13/06/2026","Appointed by GB/board","",""
"1600275","119225","","","Governor","Ms","Sue","","Tresilian","14/06/2022","13/06/2026","Appointed by GB/board","",""
"1729726","119225","","","Governor","Ms","Gemma","","Prescott","27/02/2024","26/02/2028","Elected by parents","",""
"1802059","119225","","","Governor","Mr","Paul","","Leadbetter","02/03/2025","01/03/2029","Appointed by GB/board","",""
"1207898","119226","","","Governor","Dr","Margaret","","Small","01/06/2014","17/06/2027","Appointed by GB/board","",""
"1563218","119226","","","Chair of Governors","Mrs","Barbara","","Gardner","01/06/2021","31/03/2026","Appointed by GB/board","",""
"1743215","119226","","","Governor","","Keith","","Simpson","01/05/2024","31/03/2026","Appointed by GB/board","",""
"1846049","119226","","","Governor","Mrs","Barbara","","Gardner","01/04/2026","31/03/2029","Appointed by GB/board","",""
"1846050","119226","","","Governor","Ms","Lucky","","Kaur","01/05/2025","30/04/2028","Appointed by GB/board","",""
"1883276","119226","","","Chair of Governors","Mr","John","","Keating","01/04/2026","31/03/2029","Appointed by GB/board","",""
"1883277","119226","","","Governor","Mrs","Samantha","","Joel","01/04/2026","31/03/2029","Appointed by GB/board","",""
"1340512","119228","","","Governor","Mrs","Shaheeda","","Batan","01/01/2015","30/12/2026","Appointed by GB/board","",""
"1370941","119228","","","Governor","Mrs","Sarah","","Pollard","01/01/2015","31/12/2026","Appointed by GB/board","",""
"1370944","119228","","","Governor","Mrs","Yasmin","","Musa","11/06/2015","10/06/2027","Appointed by GB/board","",""
"1676192","119228","","","Governor","Mr","Ryan","Francis","Scott","01/01/2023","31/12/2027","Appointed by GB/board","",""
"1676199","119228","","","Chair of Governors","Mrs","Helen","","Almond","22/03/2018","21/03/2030","Appointed by GB/board","",""
"1676213","119228","","","Governor","Mrs","Fatema","Yakub","Adam","01/01/2023","31/12/2027","Appointed by GB/board","",""
"1676215","119228","","","Governor","Mrs","Kelly","Natasha","Johnston","01/01/2023","19/03/2026","Appointed by GB/board","",""
"1676217","119228","","","Governor","Mrs","Sheereen","","Mulla","10/12/2025","09/12/2029","Appointed by GB/board","",""
"1676222","119228","","","Governor","Mrs","Saalihah","","Khanji","04/01/2022","15/10/2025","Appointed by GB/board","",""
"1676224","119228","","","Governor","Mr","Mathew","","Jones","26/01/2022","25/01/2030","Elected by school staff","",""
"1676225","119228","","","Governor","Miss","Nawal","","Mirza","11/06/2015","","Ex-officio by virtue of office as headteacher/principal","",""
"1676228","119228","","","Governor","Mrs","Aya","","Ahmed","01/01/2023","31/12/2027","Appointed by GB/board","",""
"1703701","119228","","","Governor","Ms","Rachel","","Bateson","19/07/2023","14/10/2025","Appointed by GB/board","",""
"1814087","119228","","","Governor","Mr","Shiraz","","Ifthikar","19/07/2024","18/07/2028","Appointed by GB/board","",""
"1849127","119228","","","Governor","Ms","Aiza","","Shaukat","26/02/2024","25/02/2028","Appointed by GB/board","",""
"1849128","119228","","","Governor","Ms","Yamna","Sabrina","Trabelsi","26/02/2024","25/02/2028","Appointed by GB/board","",""
"1871499","119228","","","Governor","Dr","Shagufa","","Bidwala","22/09/2025","21/09/2029","Parent appointed by GB/board due to no election candidates","",""
"1871500","119228","","","Governor","Ms","Katrina","","Harkin","17/12/2025","16/12/2029","Appointed by LA","",""
"1871502","119228","","","Governor","Dr","Shafiqa","","Siddique","26/09/2025","08/05/2026","Parent appointed by GB/board due to no election candidates","",""
"1871504","119228","","","Governor","Ms","Tasneem","","Zubair","19/11/2025","18/11/2029","Parent appointed by GB/board due to no election candidates","",""
"1681985","119229","","","Governor","Mrs","Azra","","Butt","01/09/2010","","Ex-officio by virtue of office as headteacher/principal","",""
"1748065","119229","","","Governor","Councillor","Afrasiab","","Anwar","21/10/2024","31/07/2026","Interim Executive Board","",""
"1865449","119229","","","Chair of Governors","Mrs","Catherine","","Wallace","21/10/2024","31/07/2026","Interim Executive Board","",""
"1865450","119229","","","Governor","Mrs","Kath","","Smith","21/10/2024","31/07/2026","Interim Executive Board","",""
"1865451","119229","","","Governor","","Mufti Javid","","Hamid","21/10/2024","31/07/2026","Interim Executive Board","",""
"1865452","119229","","","Governor","Mrs","Uzma","","Ishtiaq","21/10/2024","31/07/2026","Interim Executive Board","",""
"1816019","119230","","","Chair of Governors","Mr","Kelvin","","Wilkins","20/03/2025","27/03/2028","Appointed by GB/board","",""
"1270329","119231","","","Governor","Mrs","Cathryn","","Antwis","01/01/2018","01/01/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1410149","119231","","","Governor","Mrs","Elizabeth","Daisy","Dutton","20/03/2023","20/03/2027","Appointed by GB/board","",""
"1425940","119231","","","Governor","Mrs","Alia","","Hamid","25/01/2024","25/01/2028","Appointed by GB/board","",""
"1645620","119231","","","Governor","Mr","Muhammad","","Isap","16/12/2022","15/12/2026","Elected by parents","",""
"1645622","119231","","","Governor","Mr","Thomas","","O'Beirne","16/12/2022","15/12/2026","Elected by school staff","",""
"1785255","119231","","","Governor","Mrs","Kirin","","Naheed-Malik","19/12/2024","19/12/2028","Elected by parents","",""
"1785256","119231","","","Governor","Ms","Ami","","Nolan","19/12/2024","19/12/2028","Elected by parents","",""
"1861440","119231","","","Governor","","Caroline","","Freeder","11/11/2025","10/11/2029","Appointed by GB/board","",""
"1861444","119231","","","Governor","","Shelley","","Parkinson","11/11/2025","10/11/2029","Elected by parents","",""
"1604907","119232","","","Governor","Ms","Keren","","Cowburn","01/01/2022","31/12/2026","Parent appointed by GB/board due to no election candidates","",""
"1711206","119232","","","Chair of Governors","Ms","Mary","Eleanor","Hick","01/09/2015","31/08/2027","Appointed by GB/board","",""
"1734115","119232","","","Governor","Miss","Sarah","","Bethwaite","13/01/2023","30/09/2025","Appointed by GB/board","",""
"1734116","119232","","","Governor","Mr","Kevin","","Ellard","24/11/2023","24/11/2027","Appointed by GB/board","",""
"1734117","119232","","","Governor","Miss","Joanne","","Stewart","24/11/2023","24/11/2027","Appointed by GB/board","",""
"1734118","119232","","","Governor","Mr","Simon","","Ward","09/02/2024","16/06/2026","Appointed by GB/board","",""
"1856773","119232","","","Governor","Mrs","Katy","","Rogerson","25/03/2025","24/03/2029","Elected by school staff","",""
"1857474","119234","","","Chair of Governors","Mr","Keith","","Manogue","13/04/2018","21/06/2027","Appointed by GB/board","",""
"1772794","119235","","","Chair of Governors","Mr","Gary","Stanley","James","13/07/2022","12/07/2026","Nominated by LA and appointed by GB","",""
"1895776","119235","","","Chair of Governors","Mr","Gary","Stanley","James","13/07/2026","12/07/2030","Nominated by LA and appointed by GB","",""
"1469250","119236","","","Governor","Miss","Caron","","Duerden","14/11/2018","13/11/2026","Appointed by GB/board","",""
"1575644","119237","","","Governor","Mrs","Elaine","","Squires","25/01/2010","24/01/2028","Appointed by GB/board","",""
"1722484","119237","","","Governor","Mr","Mark","","Gutteridge","02/10/2010","01/10/2026","Appointed by GB/board","",""
"1722487","119237","","","Governor","Mrs","Michelle","","Roy","10/06/2019","09/06/2027","Appointed by GB/board","",""
"1722489","119237","","","Governor","Mrs","Shama","","Karolia","22/05/2018","21/05/2026","Elected by school staff","",""
"1776829","119237","","","Governor","Ms","Tanya","","Honey","24/10/2016","06/06/2028","Appointed by GB/board","",""
"1832325","119237","","","Chair of Governors","Ms","Jacqueline","","Williams","01/05/2025","30/06/2028","Appointed by GB/board","",""
"1832329","119237","","","Governor","Ms","Nicola","","Bradley","01/09/2021","31/08/2029","Elected by parents","",""
"1832331","119237","","","Governor","Mr","Carl","","Hindle","18/05/2021","17/05/2029","Elected by parents","",""
"1832333","119237","","","Governor","Mrs","Elizabeth","","Kelly","07/10/2014","06/10/2026","Nominated by LA and appointed by GB","",""
"1560238","119238","","","Governor","Mr","Norman","","Payne","11/10/2021","10/10/2025","Appointed by GB/board","",""
"1706588","119238","","","Chair of Governors","Professor","Edward","Hughes","Smith","23/02/2026","22/03/2030","Appointed by GB/board","",""
"1708066","119238","","","Governor","Mrs","Anne","","Roberts","18/11/2019","17/11/2027","Appointed by GB/board","",""
"1806323","119238","","","Governor","Mr","Johnathan","","Findlay","26/02/2024","10/11/2025","Appointed by GB/board","",""
"1806328","119238","","","Governor","Mr","Koya","","Olusanya","17/09/2024","28/04/2028","Elected by parents","",""
"1806336","119238","","","Governor","Mrs","Claire","","Slater","23/02/2026","26/06/2026","Appointed by GB/board","",""
"1806342","119238","","","Governor","Mrs","Michelle","","Harrison-Baines","01/01/2024","10/11/2025","Elected by school staff","",""
"1853699","119238","","","Governor","Councillor","Nweeda","","Khan","06/06/2025","05/06/2029","Appointed by GB/board","",""
"1853702","119238","","","Governor","Miss","Laura","","Butterworth","01/09/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1853705","119238","","","Governor","Miss","Nelle","","Lordon","16/06/2025","23/02/2026","Appointed by GB/board","",""
"1853708","119238","","","Governor","Mrs","Joy","","Kumar","08/12/2025","07/12/2029","Nominated by LA and appointed by GB","",""
"1853712","119238","","","Governor","Mrs","Pam","","Robinson","10/11/2025","09/11/2029","Appointed by GB/board","",""
"1853714","119238","","","Governor","Mr","Norman","","Payne","01/09/2025","31/08/2029","Appointed by GB/board","",""
"1869091","119238","","","Governor","Mrs","Elizabeth","","Hird","23/02/2026","22/02/2030","Elected by school staff","",""
"1883045","119238","","","Governor","Mrs","Alison","Mary","Smallridge","15/06/2026","14/06/2030","Appointed by GB/board","",""
"1719489","119239","","","Governor","Mr","Alan","","Brookes","06/03/2018","05/03/2026","Appointed by GB/board","",""
"1719492","119239","","","Governor","Mrs","Sylvia","","Dobson","08/12/2016","20/01/2027","Nominated by LA and appointed by GB","",""
"1719496","119239","","","Governor","Rev","Cherie","","Walker","06/03/2019","06/10/2026","Appointed by GB/board","",""
"1719503","119239","","","Governor","Mrs","Fay","","Malyon","06/06/2019","01/01/2026","Elected by school staff","",""
"1719508","119239","","","Governor","Mr","ian","","Bilsborough","10/10/2024","09/03/2028","Elected by parents","",""
"1857569","119239","","","Chair of Governors","Mr","Charlie","","Stewart","15/05/2023","15/05/2027","Appointed by GB/board","",""
"1857570","119239","","","Governor","Miss","Sarah","","Borwick","15/05/2023","15/05/2027","Appointed by LA","",""
"1869606","119239","","","Governor","Mr","Alan","","Brookes","15/07/2018","15/07/2029","Appointed by GB/board","",""
"1550719","119246","","","Chair of Governors","Mr","Roy","","Fisher","01/09/1999","31/08/2026","Appointed by GB/board","",""
"1550724","119246","","","Governor","Mr","Mica","","Goldstone","15/05/2013","12/05/2029","Appointed by GB/board","",""
"1550728","119246","","","Governor","Mr","Stephen","","Shaw","11/10/2011","31/08/2026","Appointed by GB/board","",""
"1550732","119246","","","Governor","Mr","Mark","","Smith","01/09/2011","10/05/2027","Appointed by GB/board","",""
"1574168","119246","","","Governor","Mrs","Sarah","","Fogg","19/01/2026","18/01/2030","Elected by school staff","",""
"1581505","119246","","","Governor","Mr","Peter","","Rumley","01/12/2022","30/11/2026","Appointed by GB/board","",""
"1783063","119246","","","Governor","Mr","Dan","","Jones","14/11/2023","31/08/2026","Elected by parents","",""
"1783065","119246","","","Governor","Mr","Frazer","","Rogers","26/03/2024","25/03/2028","Appointed by GB/board","",""
"1845121","119246","","","Governor","Ms","Gemma","","Collins","16/10/2025","15/10/2029","Appointed by GB/board","",""
"1859898","119246","","","Governor","Mr","Matthew","","Ashby","14/11/2025","13/11/2029","Elected by parents","",""
"1895419","119246","","","Chair of Governors","Mr","Steve","","Shaw","01/09/2026","13/11/2029","Appointed by GB/board","",""
"1596386","119250","","","Governor","Mrs","Anna","","Atkinson","11/05/2022","10/05/2026","Elected by school staff","",""
"1614905","119250","","","Governor","Mrs","Emma","","Makram","25/04/2022","24/04/2026","Elected by parents","",""
"1637385","119250","","","Governor","Mr","Andrew","","Drummond-Burnett","30/11/2022","29/11/2026","Appointed by GB/board","",""
"1719335","119250","","","Governor","Headteacher","Andrew","","Burcher","01/09/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1719365","119250","","","Governor","Mrs","Rachel","","Gorton","17/01/2024","16/01/2028","Parent appointed by GB/board due to no election candidates","",""
"1719427","119250","","","Chair of Governors","Mrs","Victoria","","Cole","02/12/2020","01/12/2028","Appointed by GB/board","",""
"1835007","119250","","","Governor","Mrs","Angela","","Mayers","04/12/2024","03/12/2028","Nominated by LA and appointed by GB","",""
"1835010","119250","","","Governor","Mrs","Laura","","Berry","02/04/2025","01/04/2029","Elected by parents","",""
"1893009","119250","","","Governor","Mrs","Anna","","Atkinson","11/05/2026","10/05/2030","Elected by school staff","",""
"1893014","119250","","","Governor","Mrs","Emma","","Makram","25/04/2026","24/05/2030","Elected by parents","",""
