"GID","URN","UID","Companies House Number","Role","Title","Forename 1","Forename 2","Surname","Date of appointment","Date term of office ends/ended","Appointing body","Original signatory member","Original chair of trustees"
"1811768","151325","","","Local Governor","Mrs","Sue","","Gallivan","27/11/2024","31/08/2026","Elected by school staff","",""
"1811769","151325","","","Local Governor","Mr","Ahmed","","Patel","08/07/2023","07/07/2027","Elected by parents","",""
"1811770","151325","","","Local Governor","Mrs","Deborah","","Halloran","20/12/2024","19/12/2028","Appointed by GB/board","",""
"1811771","151325","","","Local Governor","Mrs","Huma","","Cassamoali","17/05/2022","17/09/2025","Appointed by GB/board","",""
"1811772","151325","","","Local Governor","Mrs","Tabusem","","Rafique","17/05/2022","16/05/2030","Appointed by GB/board","",""
"1811774","151325","","","Local Governor","Mrs","Asma","","Khan","16/01/2024","27/11/2025","Appointed by GB/board","",""
"1811894","151325","","","Local Governor","Mrs","Frances","","McGregor","08/12/2020","07/12/2028","Appointed by GB/board","",""
"1814796","151325","","","Local Governance Professional - Individual Academy or Free School","","Alistair","","Milligan","20/03/2025","","N/A","",""
"1879058","151325","","","Local Governor","Ms","Kanza","","Asjad","15/05/2026","14/05/2030","Elected by parents","",""
"1883491","151325","","","Local Governor","Ms","Anisha","","Ravat","18/06/2026","17/06/2030","Elected by parents","",""
"1888770","151325","","","Local Governor","Ms","Amy","","Boynton","01/09/2026","31/08/2030","Elected by school staff","",""
"1811778","151326","","","Chair of Local Governing Body","Mrs","Samira","","Karolia","02/03/2020","01/03/2028","Appointed by GB/board","",""
"1811780","151326","","","Local Governor","Mrs","Abeda","","Adam","10/10/2022","09/10/2026","Elected by parents","",""
"1811782","151326","","","Local Governor","Mrs","Michaela","","Prince","19/12/2019","23/10/2025","Appointed by GB/board","",""
"1811785","151326","","","Local Governor","Miss","Nafeesa","","Talib","20/07/2022","19/07/2026","Appointed by GB/board","",""
"1811787","151326","","","Local Governor","Mr","Lee","","Miller","06/06/2023","25/09/2025","Appointed by GB/board","",""
"1811789","151326","","","Local Governor","Mrs","Rachel","","Morton","01/12/2022","30/11/2026","Elected by school staff","",""
"1811791","151326","","","Local Governor","Mr","Zubair","","Chothia","05/05/2023","02/09/2026","Elected by parents","",""
"1811794","151326","","","Local Governor","Mrs","Nadia","","Kauser","20/09/2024","19/09/2028","Appointed by GB/board","",""
"1811796","151326","","","Local Governor","Mrs","Dawn","","Greaves","25/05/2023","24/05/2027","Appointed by GB/board","",""
"1814797","151326","","","Local Governance Professional - Individual Academy or Free School","","Alistair","","Milligan","20/03/2025","","N/A","",""
"1859232","151326","","","Local Governor","Mr","Muhammad","","Maqsood","19/01/2026","18/01/2030","Elected by parents","",""
"1876821","151326","","","Local Governor","Ms","Jade","","Beard","01/05/2026","30/04/2030","Elected by school staff","",""
"1765740","151327","","","Chair of Local Governing Body","","James","","Lee","18/10/2022","17/10/2030","Appointed by foundation/Trust","",""
"1765742","151327","","","Local Governor","","Justine","","Brooker","18/10/2022","17/10/2030","Appointed by foundation/Trust","",""
"1765750","151327","","","Local Governor","","Adam","","Brown","20/09/2023","19/09/2027","Elected by school staff","",""
"1792535","151327","","","Local Governor","","Hollie","","Edmonds","27/01/2025","26/01/2029","Appointed by GB/board","",""
"1792812","151327","","","Local Governor","","Nicole","","Pouncey","28/01/2025","27/01/2029","Appointed by GB/board","",""
"1795578","151327","","","Local Governor","","John","","McGlone","05/02/2025","04/02/2029","Appointed by GB/board","",""
"1796741","151327","","","Local Governor","","Lynsey","","McColl","06/02/2025","05/02/2029","Appointed by GB/board","",""
"1799577","151327","","","Local Governor","","Sam","","Stephenson","26/02/2025","25/02/2029","Elected by parents","",""
"1805047","151327","","","Local Governor","","Peter","","Offord","21/03/2025","20/03/2029","Elected by parents","",""
"1826084","151327","","","Local Governor","","Anna","","Case","01/09/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1858050","151327","","","Local Governor","","Josie","","Ronson","13/01/2026","12/01/2030","Appointed by foundation/Trust","",""
"1862480","151327","","","Local Governor","","Helena","","Taylor","02/02/2026","01/02/2030","Appointed by foundation/Trust","",""
"1765762","151328","","","Chair of Local Governing Body","","James","","Lee","18/10/2022","17/10/2026","Appointed by foundation/Trust","",""
"1765764","151328","","","Local Governor","","Justine","","Brooker","18/10/2022","17/10/2026","Appointed by foundation/Trust","",""
"1765771","151328","","","Local Governor","","Adam","","Brown","20/09/2023","19/09/2027","Elected by school staff","",""
"1765777","151328","","","Local Governor","","Neil","","Williams","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1792536","151328","","","Local Governor","","Hollie","","Edmonds","27/01/2025","26/01/2029","Appointed by GB/board","",""
"1792817","151328","","","Local Governor","","Nicole","","Pouncey","28/01/2025","27/01/2029","Appointed by GB/board","",""
"1795579","151328","","","Local Governor","","John","","McGlone","05/02/2025","04/02/2029","Appointed by GB/board","",""
"1796742","151328","","","Local Governor","","Lynsey","","McColl","06/02/2025","05/02/2029","Appointed by GB/board","",""
"1799580","151328","","","Local Governor","","Sam","","Stephenson","26/02/2025","25/02/2029","Elected by parents","",""
"1805051","151328","","","Local Governor","","Peter","","Offord","21/03/2025","20/03/2029","Elected by parents","",""
"1858051","151328","","","Local Governor","","Josie","","Ronson","13/01/2026","12/01/2030","Appointed by foundation/Trust","",""
"1862481","151328","","","Local Governor","","Helena","","Taylor","02/02/2026","01/02/2030","Appointed by foundation/Trust","",""
"1814218","151329","","","Chair of Local Governing Body","Mr","Andrew","","Gardner","09/11/2022","08/11/2026","Appointed by GB/board","",""
"1814221","151329","","","Local Governor","","Maggie","","Carter","27/01/2021","26/01/2029","Appointed by GB/board","",""
"1814224","151329","","","Local Governor","","Julie","","Cornwell","01/05/2024","30/04/2028","Appointed by GB/board","",""
"1814225","151329","","","Local Governor","","Nigel","","Fletcher","05/06/2024","04/06/2028","Appointed by GB/board","",""
"1814226","151329","","","Local Governor","","Debbie","","Knowles","17/07/2023","16/07/2027","Elected by parents","",""
"1814229","151329","","","Local Governor","","Sarah","","Pickering","01/02/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1827691","151329","","","Local Governor","","Sarah","","Irving","13/05/2025","12/05/2029","Elected by parents","",""
"1827695","151329","","","Local Governor","","Victoria","","Teehan","23/05/2025","22/05/2029","Elected by parents","",""
"1792559","151330","","","Local Governor","Mr","Andy","","Branch","02/12/2022","01/12/2026","Elected by parents","",""
"1792569","151330","","","Local Governor","Mr","Mike","","McMahon","24/10/2022","25/06/2026","Appointed by GB/board","",""
"1792881","151330","","","Local Governor","Miss","Louisa","","Swabey-Payne","27/03/2024","31/07/2027","Appointed by GB/board","",""
"1792885","151330","","","Local Governor","Mr","Leif","","Overment","19/11/2024","17/11/2026","Elected by parents","",""
"1792888","151330","","","Local Governor","Mr","Joshua","","Holt","07/02/2024","06/02/2027","Elected by school staff","",""
"1808155","151330","","","Chair of Local Governing Body","Mr","Leif","","Overment","04/04/2025","31/08/2026","Elected by parents","",""
"1816270","151330","","","Local Governor","Mrs","Fiona","","Russell","29/04/2025","29/04/2027","Foundation/sponsor members","",""
"1824794","151330","","","Local Governor","Rev","Leila","","Mather","19/07/2025","17/07/2027","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1890542","151330","","","Chair of Local Governing Body","Mr","Leif","","Overment","19/11/2024","30/07/2027","Appointed by GB/board","",""
"1787800","151331","","","Chair of Local Governing Body","Mr","Ross","","Phillips","06/12/2021","05/03/2026","Appointed by GB/board","",""
"1787807","151331","","","Local Governor","Ms","Kim","","Nilsson","30/05/2024","25/11/2025","Appointed by GB/board","",""
"1787810","151331","","","Local Governor","Mrs","Gillian","","Moffatt","25/05/2022","27/01/2026","Appointed by GB/board","",""
"1787814","151331","","","Local Governor","Mr","David","","Siburn","01/09/2023","31/08/2027","Appointed by GB/board","",""
"1787838","151331","","","Local Governor","Mr","Pete","","Wallis","04/09/2023","05/03/2026","Appointed by GB/board","",""
"1795480","151331","","","Local Governor","Mrs","Jenny","","Blackman","20/11/2021","19/11/2025","Appointed by GB/board","",""
"1795484","151331","","","Local Governor","Mrs","Carole","","Myer","16/07/2022","03/06/2026","Appointed by GB/board","",""
"1795489","151331","","","Local Governor","Mr","Michael","","Wey","11/02/2023","16/12/2025","Appointed by GB/board","",""
"1795505","151331","","","Local Governor","Mrs","Michelle","","Salen","14/09/2023","30/03/2026","Appointed by GB/board","",""
"1833351","151331","","","Local Governor","Mr","Richard","","Dyke","25/04/2025","24/04/2029","Appointed by foundation/Trust","",""
"1848789","151331","","","Local Governor","Mrs","Jenny","","Blackman","20/11/2021","18/11/2029","Appointed by GB/board","",""
"1848793","151331","","","Local Governor","Ms","Jennifer","","Brightmore-Back","10/11/2025","09/11/2029","Appointed by foundation/Trust","",""
"1848801","151331","","","Local Governor","Ms","Georgina","","Cockburn","21/11/2025","20/11/2029","Appointed by foundation/Trust","",""
"1873794","151331","","","Chair of Local Governing Body","Mr","Pete","","Wallis","06/03/2026","02/09/2027","Appointed by GB/board","",""
"1831303","151338","","","Chair of Local Governing Body","Mrs","Patricia","","Wyatt","20/05/2015","24/10/2026","Appointed by GB/board","",""
"1831312","151338","","","Local Governor","Mrs","Elizabeth","Claire","James","04/10/2023","21/11/2027","Appointed by GB/board","",""
"1831316","151338","","","Local Governor","Mrs","Holly","","Hall","01/10/2015","26/11/2025","Appointed by GB/board","",""
"1831320","151338","","","Local Governor","Mr","David","","Knight","20/05/2015","19/05/2027","Appointed by GB/board","",""
"1831324","151338","","","Local Governor","Mrs","Caroline","","Stapleton","23/11/2022","22/11/2026","Elected by parents","",""
"1831782","151338","","","Local Governor","Mrs","Emma","","Cady","03/01/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1860870","151338","","","Local Governor","Mrs","Emily","","Brady","26/11/2025","25/11/2029","Appointed by GB/board","",""
"1860873","151338","","","Local Governor","Mrs","Eleanor","","Feasey","26/11/2025","25/11/2029","Appointed by GB/board","",""
"1860877","151338","","","Local Governor","Mrs","Lucy","","Birtwistle","26/11/2025","25/11/2029","Appointed by GB/board","",""
"1860879","151338","","","Local Governor","Mrs","Claire","","Sullivan","12/01/2026","11/01/2030","Appointed by GB/board","",""
"1797254","151348","","","Chair of Local Governing Body","Mr","Tom","","Tamplin","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1797257","151348","","","Local Governor","Mr","Martin","","Jones","01/11/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1797258","151348","","","Local Governor","Mr","John","","Hickey","01/11/2014","01/10/2025","Foundation/sponsor members","",""
"1797261","151348","","","Local Governor","Mr","Frank","","O'Donoghue","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1797262","151348","","","Local Governor","Mrs","Clare","","Charlton","13/04/2023","12/04/2027","Foundation/sponsor members","",""
"1797265","151348","","","Local Governor","Mrs","Marsha","","Dann","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1797267","151348","","","Local Governor","Mrs","Ann","","Glanville","13/01/2023","12/01/2027","Elected by school staff","",""
"1797270","151348","","","Local Governor","Mr","Chad","","Legere","06/10/2024","05/10/2027","Foundation/sponsor members","",""
"1797271","151348","","","Local Governor","Mr","Gary","","Organ","19/02/2022","18/02/2026","Elected by parents","",""
"1829114","151348","","","Local Governor","","Amna","","Babar","01/06/2025","01/06/2029","Elected by parents","",""
"1829117","151348","","","Local Governor","","Andrea","","Higgins","01/06/2025","01/06/2029","Elected by parents","",""
"1829118","151348","","","Local Governor","","Sanjay","","Wadvani","01/06/2025","01/06/2029","Elected by parents","",""
"1865512","151348","","","Local Governor","Mrs","Agnieszka","","Wishire","06/02/2026","06/02/2030","Foundation/sponsor members","",""
"1865514","151348","","","Local Governor","Mr","Alexandre","","Pais Da Silva","10/02/2026","10/02/2030","Foundation/sponsor members","",""
"1883489","151348","","","Local Governor","Mr","Ben","","Kavanagh","19/03/2026","19/03/2030","Elected by parents","",""
"1831742","151349","","","Chair of Local Governing Body","","Catherine","","Blom","02/01/2023","01/01/2027","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1831745","151349","","","Local Governor","","Janine","","Kenna","01/09/2015","","Ex-officio by virtue of office as headteacher/principal","",""
"1831749","151349","","","Local Governor","","Alain","","van West","22/12/2021","21/12/2025","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1831751","151349","","","Local Governor","","Frank","","Huidobro","25/11/2023","26/11/2027","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1831754","151349","","","Local Governor","","Katie","","Newman","27/10/2022","26/10/2026","Elected by school staff","",""
"1831757","151349","","","Local Governor","","Miriam","","Davies","11/05/2023","10/05/2027","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1831760","151349","","","Local Governor","","Deborah","","McCann","11/03/2025","10/03/2029","Elected by parents","",""
"1831764","151349","","","Local Governor","","Rachel","","Lim","11/03/2025","10/03/2029","Elected by parents","",""
"1862780","151349","","","Local Governor","","Louisa","","Asgill","22/04/2025","21/04/2029","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1876425","151349","","","Local Governor","Mr","Richard","","Fisher","03/03/2026","02/03/2030","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1881327","151349","","","Local Governor","Mrs","Louise","","Fenner-Jiggins","07/05/2026","06/05/2030","Persons who are appointed by the foundation body or sponsor (if applicable)","",""
"1809472","151350","","","Local Governor","Mr","Eoin","","Kelly","01/09/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1809670","151350","","","Chair of Local Governing Body","Mrs","Adwoa-Buahema","","Fadahunsi","01/02/2025","30/10/2026","Appointed by foundation/Trust","",""
"1809673","151350","","","Local Governor","Mrs","Faye","","McGillian","01/11/2014","01/11/2026","Appointed by foundation/Trust","",""
"1798056","151351","","","Chair of Local Governing Body","Mr","Tom","","Tamplin","01/11/2014","31/10/2026","Appointed by GB/board","",""
"1798057","151351","","","Local Governor","Mr","MARTIN","","JONES","01/11/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1798059","151351","","","Local Governor","Mr","JOHN","","HICKEY","01/11/2014","09/09/2025","Foundation/sponsor members","",""
"1798060","151351","","","Local Governor","Mr","FRANK","","O'DONOGHUE","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1798061","151351","","","Local Governor","Mrs","CLARE","","CHARLTON","13/04/2023","12/04/2027","Foundation/sponsor members","",""
"1798064","151351","","","Local Governor","Mrs","MARSHA","","DANN","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1798066","151351","","","Local Governor","Mrs","MAGDA","","FUZ","01/03/2023","28/02/2027","Foundation/sponsor members","",""
"1798067","151351","","","Local Governor","Mr","CHAD","","LEGERE","06/10/2024","05/10/2027","Foundation/sponsor members","",""
"1798068","151351","","","Local Governor","Mr","GARY","","ORGAN","19/02/2022","18/02/2026","Parent appointed by GB/board due to no election candidates","",""
"1798069","151351","","","Local Governor","Ms","ANN","","GLANVILLE","13/01/2023","12/01/2027","Elected by school staff","",""
"1819851","151351","","","Local Governor","Ms","AMNA","","BABAR","05/06/2025","04/06/2028","Elected by parents","",""
"1819852","151351","","","Local Governor","Ms","ANDREA","","HUGGINS","05/06/2025","04/06/2028","Elected by parents","",""
"1819853","151351","","","Local Governor","Mr","SANJAY","","WADVANI","05/06/2025","04/06/2028","Elected by parents","",""
"1865126","151351","","","Local Governor","Mr","ALEXANDRE","","PAIS DA SILVA","10/02/2026","31/07/2026","Foundation/sponsor members","",""
"1865127","151351","","","Local Governor","Mr","AGNIESZKA","","WILSHIRE","06/02/2026","05/02/2030","Foundation/sponsor members","",""
"1797273","151352","","","Chair of Local Governing Body","Mr","TOM","","TAMPLIN","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1797278","151352","","","Local Governor","Mr","JOHN","","HICKEY","01/11/2014","09/09/2025","Foundation/sponsor members","",""
"1797279","151352","","","Local Governor","Mr","FRANK","","O'DONOGHUE","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1797281","151352","","","Local Governor","Mr","Clare","","Charlton","13/04/2023","12/04/2027","Foundation/sponsor members","",""
"1797283","151352","","","Local Governor","Mrs","Marsha","","Dann","01/11/2014","31/10/2026","Foundation/sponsor members","",""
"1797284","151352","","","Local Governor","Mrs","MAGDA","","FUZ","01/03/2023","28/02/2027","Foundation/sponsor members","",""
"1797285","151352","","","Local Governor","Mr","CHAD","","LEGERE","06/10/2024","05/10/2027","Foundation/sponsor members","",""
"1797291","151352","","","Local Governor","Mr","GARY","","ORGAN","19/02/2022","18/02/2026","Elected by parents","",""
"1797292","151352","","","Local Governor","Ms","ANN","","GLANVILLE","13/01/2023","12/01/2027","Elected by school staff","",""
"1797294","151352","","","Local Governor","Mr","MARTIN","","JONES","01/11/2023","","Ex-officio by virtue of office as headteacher/principal","",""
"1819846","151352","","","Local Governor","Mrs","Amna","","Babar","05/06/2025","04/06/2028","Elected by parents","",""
"1819848","151352","","","Local Governor","Ms","ANDREA","","HUGGINS","05/06/2025","04/06/2028","Elected by parents","",""
"1819850","151352","","","Local Governor","Mr","SANJAY","","WADVANI","05/06/2025","04/06/2028","Elected by parents","",""
"1865123","151352","","","Local Governor","Mrs","AGNIESZKA","","WILSHIRE","06/02/2026","05/02/2030","Foundation/sponsor members","",""
"1865125","151352","","","Local Governor","Mr","ALEXANDRE","PAIS DA SILVA","PAIS DA SILVA","10/02/2026","31/07/2026","Foundation/sponsor members","",""
"1812503","151354","","","Chair of Local Governing Body","Mr","Richard","","Barker","01/04/2025","29/09/2025","Appointed by GB/board","",""
"1812506","151354","","","Local Governor","Mrs","Barbara","","Brassey","01/04/2025","08/12/2028","Appointed by GB/board","",""
"1812507","151354","","","Local Governor","Mr","Chris","","Weatherston","01/04/2025","29/09/2027","Appointed by GB/board","",""
"1812517","151354","","","Local Governor","Mrs","Jennifer","","Bather","01/04/2025","24/02/2029","Elected by parents","",""
"1812520","151354","","","Local Governor","Mrs","Jen","","Quayle","01/04/2025","10/03/2027","Appointed by GB/board","",""
"1812526","151354","","","Local Governor","Mr","Michael","","Cloherty","01/04/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1812528","151354","","","Local Governor","Miss","Michelle","","Percival","01/04/2025","09/02/2026","Elected by parents","",""
"1812530","151354","","","Local Governor","Councillor","Phil","","Gilchrist","23/06/2026","22/06/2030","Appointed by GB/board","",""
"1812532","151354","","","Local Governor","Mr","Richard","","Barker","01/04/2025","30/08/2026","Appointed by GB/board","",""
"1819392","151354","","","Local Governor","Miss","Victoria","","Goode","30/06/2025","29/06/2029","Elected by school staff","",""
"1846272","151354","","","Chair of Local Governing Body","Mr","Richard","","Barker","29/09/2025","30/08/2026","Appointed by GB/board","",""
"1875618","151354","","","Local Governor","Mr","Joshua","","Connolly","23/04/2026","22/04/2030","Appointed by GB/board","",""
"1807414","151355","","","Chair of Local Governing Body","Mrs","Maria","","Borszcz","01/04/2025","31/03/2029","Appointed by foundation/Trust","",""
"1807421","151355","","","Local Governor","Mrs","Geraldine","","Lewis","01/04/2025","31/03/2029","Appointed by foundation/Trust","",""
"1807423","151355","","","Local Governor","Fr","Michael","","Howorth","01/04/2025","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1807435","151355","","","Local Governor","","Mahendra","","Patel","23/10/2024","22/10/2028","Elected by parents","",""
"1812060","151355","","","Local Governor","Miss","Kathryn","","Travis","01/05/2025","30/04/2029","Elected by school staff","",""
"1813379","151355","","","Local Governor","Mr","Mohammed","","Ifran Mirza","10/05/2025","09/05/2029","Elected by parents","",""
"1878059","151355","","","Local Governor","Mr","Jude","","Akpedeye","08/05/2026","07/05/2030","Appointed by foundation/Trust","",""
"1781298","151356","","","Local Governor","Mrs","Maria","","Monaghan","01/12/2024","30/11/2028","Appointed by foundation/Trust","",""
"1781300","151356","","","Local Governor","Mrs","Clare","","Lightbrown","01/12/2024","30/11/2028","Appointed by foundation/Trust","",""
"1781302","151356","","","Local Governor","Mrs","Maria","","Smith","01/12/2024","30/11/2028","Elected by school staff","",""
"1781303","151356","","","Local Governor","Mr","Riyaz","","Shaikh","02/09/2023","01/09/2027","Elected by parents","",""
"1781305","151356","","","Local Governor","Mrs","Alex","","Devany","01/12/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1799037","151356","","","Chair of Local Governing Body","Mrs","Anne","","Mannion","12/02/2025","17/10/2025","Appointed by foundation/Trust","",""
"1799038","151356","","","Local Governor","Mrs","Mandy","","Jelenje","12/02/2025","11/02/2029","Appointed by foundation/Trust","",""
"1803013","151356","","","Local Governor","Mr","Alpesh","","Chunilal","10/03/2025","09/03/2029","Elected by parents","",""
"1884774","151356","","","Local Governor","Mr","Callum","","O'Neill","29/06/2026","28/06/2030","Appointed by foundation/Trust","",""
"1887906","151356","","","Local Governor","Mr","Philip","","Kolodziejczak","06/08/2026","05/08/2030","Appointed by foundation/Trust","",""
"1808229","151357","","","Chair of Local Governing Body","Mrs","Emma","","Manifold","01/09/2025","31/08/2026","Appointed by foundation/Trust","",""
"1808231","151357","","","Local Governor","Mr","Barrie","","Rostron","16/03/2023","25/09/2025","Appointed by foundation/Trust","",""
"1808233","151357","","","Local Governor","Mr","Michael","","Hankey","27/03/2022","26/03/2026","Appointed by foundation/Trust","",""
"1808234","151357","","","Local Governor","Mrs","Maureen","","Buttle","30/11/2023","30/11/2027","Appointed by foundation/Trust","",""
"1808235","151357","","","Local Governor","Councillor","Jack","","Rydeheard","01/09/2025","31/08/2029","Appointed by foundation/Trust","",""
"1808236","151357","","","Local Governor","Mr","Adam","","Chase","09/03/2023","09/03/2027","Elected by school staff","",""
"1808237","151357","","","Local Governor","Mrs","Christina","","McGarraghy","05/11/2024","04/11/2028","Elected by parents","",""
"1808238","151357","","","Local Governor","Mrs","Nicola","","Carlile","01/02/2025","31/01/2029","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1840590","151357","","","Local Governor","Mrs","Lauren","","Goodwin","17/10/2025","16/10/2029","Elected by parents","",""
"1842718","151357","","","Local Governor","Mrs","Emma","","Manifold","01/06/2025","31/05/2029","Appointed by foundation/Trust","",""
"1807962","151358","","","Chair of Local Governing Body","Mrs","Catrina","","Dyer","03/03/2023","15/09/2025","Appointed by academy members","",""
"1807963","151358","","","Local Governor","Mrs","Donna","","Rowland","01/09/2022","31/08/2026","Elected by school staff","",""
"1807966","151358","","","Local Governor","Mrs","Angie","","Hobson","09/06/2025","08/06/2029","Appointed by foundation/Trust","",""
"1807971","151358","","","Local Governor","Mr","Carl","","Wood","11/03/2024","08/02/2026","Elected by parents","",""
"1807973","151358","","","Local Governor","Mr","Brent","James","Pinder","15/07/2022","14/07/2026","Appointed by foundation/Trust","",""
"1807974","151358","","","Local Governor","Mr","David","","Griffith","01/09/2012","","Ex-officio by virtue of office as headteacher/principal","",""
"1807975","151358","","","Local Governor","Mr","Roger","","Holt","25/09/2023","24/09/2027","Appointed by foundation/Trust","",""
"1807976","151358","","","Local Governor","Mr","Robert","","Judge","13/02/2025","12/02/2029","Appointed by foundation/Trust","",""
"1807977","151358","","","Local Governor","Mrs","Sarah","","Evans","29/01/2024","28/01/2028","Appointed by foundation/Trust","",""
"1831111","151358","","","Local Governor","","Catrina","","Dyer","03/02/2023","02/03/2027","Elected by parents","",""
"1831113","151358","","","Chair of Local Governing Body","Mr","Roger","","Holt","16/09/2025","15/09/2025","Appointed by GB/board","",""
"1831114","151358","","","Chair of Local Governing Body","Mr","Roger","","Holt","16/09/2025","15/09/2026","Appointed by foundation/Trust","",""
"1886026","151358","","","Local Governor","Mrs","Laura","","Chapman","07/07/2026","06/07/2030","Elected by parents","",""
"1818818","151359","","","Chair of Local Governing Body","Mrs","Angela","","Ager","01/04/2025","31/03/2028","Appointed by foundation/Trust","",""
"1818819","151359","","","Local Governor","Mr","Rob","","Clarke","01/04/2025","30/04/2027","Elected by school staff","",""
"1818821","151359","","","Local Governor","Headteacher","Matthew","","Sutton","01/04/2025","","Ex-officio by virtue of office as headteacher/principal","",""
"1818822","151359","","","Local Governor","Fr","Andrew","","Starkie","01/04/2025","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1818823","151359","","","Local Governor","Mr","David","","Holland","12/04/2022","11/04/2026","Elected by parents","",""
"1818824","151359","","","Local Governor","Mrs","Pamela","","Keenan- Smith","20/10/2022","19/10/2026","Elected by parents","",""
"1787009","151360","","","Chair of Local Governing Body","Mr","David","","Crossley","20/02/2022","31/08/2026","Foundation/sponsor members","",""
"1787013","151360","","","Local Governor","Ms","Lesley","","Clerkin","01/09/2024","","Ex-officio by virtue of office as headteacher/principal","",""
"1787015","151360","","","Local Governor","Mr","Gareth","","Griffiths","27/01/2023","26/01/2027","Parent appointed by GB/board due to no election candidates","",""
"1787018","151360","","","Local Governor","Ms","Sharon","","Skinkis-Loftus","04/10/2024","03/10/2028","Elected by school staff","",""
"1787021","151360","","","Local Governor","Mr","George","","Saville","25/01/2023","31/12/2028","Foundation/sponsor members","",""
"1787024","151360","","","Local Governor","Mr","Michael","","Eavers","01/09/2024","31/08/2026","Foundation/sponsor members","",""
"1787026","151360","","","Local Governor","Mr","Michael","","Aston","01/09/2024","08/10/2025","Foundation/sponsor members","",""
"1787028","151360","","","Local Governor","Ms","Lorraine","","Leonard","18/01/2023","31/12/2028","Foundation/sponsor members","",""
"1787031","151360","","","Local Governor","Canon","Michael","","Job","01/09/2017","","Ex-officio foundation governor (appointed by foundation by virtue of the office they hold)","",""
"1808500","151360","","","Local Governor","","Reah","","Coo","06/01/2025","05/01/2029","Parent appointed by GB/board due to no election candidates","",""
"1890037","151360","","","Chair of Local Governing Body","Mr","Michael","","Eavers","01/09/2026","31/12/2028","Foundation/sponsor members","",""
"1810143","151361","","","Chair of Local Governing Body","Mrs","Alice","","Rea","01/04/2025","15/03/2026","Appointed by foundation/Trust","",""
"1810144","151361","","","Local Governor","Dr","Louise","","Kay","01/04/2025","12/09/2025","Appointed by foundation/Trust","",""
"1810147","151361","","","Local Governor","Mr","Mike","","Anderson","01/09/2020","02/03/2026","Ex-officio by virtue of office as headteacher/principal","",""
"1810151","151361","","","Local Governor","Councillor","Pam","","Byrne","01/04/2025","15/03/2026","Appointed by foundation/Trust","",""
"1810152","151361","","","Local Governor","Mrs","Angela","","Wood","01/04/2025","15/03/2026","Appointed by foundation/Trust","",""
"1810154","151361","","","Local Governor","Mr","Gary","","Pollard","01/04/2025","15/03/2026","Elected by school staff","",""
"1810155","151361","","","Local Governor","Mrs","Sarah","","West","01/04/2025","15/03/2026","Elected by parents","",""
"1810156","151361","","","Local Governor","Mr","Lee","","Mansfield","01/04/2025","15/03/2026","Elected by parents","",""
"1810157","151361","","","Local Governor","Dr","Leanne","","Jackson Taft","01/04/2025","15/03/2026","Appointed by foundation/Trust","",""
"1810159","151361","","","Local Governor","Prof","Daniel","","Brison","01/04/2025","15/03/2026","Appointed by foundation/Trust","",""
"1866695","151361","","","Local Governor","Mr","Jimmy","","Christian","02/03/2026","","Ex-officio by virtue of office as headteacher/principal","",""
"1869512","151361","","","Chair of Local Governing Body","Mrs","Patsy","","Kane OBE","16/03/2026","31/08/2028","Appointed by foundation/Trust","",""
"1869528","151361","","","Local Governor","Mr","Stephen","","Gabriel","16/03/2026","31/08/2028","Appointed by foundation/Trust","",""
"1869530","151361","","","Local Governor","Reverend","John","","Rosedale","16/03/2026","31/08/2028","Appointed by foundation/Trust","",""
"1869532","151361","","","Local Governor","Mrs","Elizabeth","","Anoliefo","16/03/2026","31/08/2028","Appointed by foundation/Trust","",""
"1869534","151361","","","Local Governor","Mr","Tom","","Davies","16/03/2026","31/08/2028","Appointed by foundation/Trust","",""
"1869536","151361","","","Local Governor","Mr","Andrew","","Holland","16/03/2026","31/08/2028","Appointed by foundation/Trust","",""
